run_id,task_id,replicate,text_passed,text_value,vision_model,vision_passed,vision_value,vision_used_images,agree,vision_error
e0b-b1-gdpval-p1,gdpval-b5d2e6f1-62a2-433a-bcdd-95b260cdd860,r1,1,0.8000,deepseek-v4-flash-vision-exp,1,0.7385,1,1,
e0b-b1-gdpval-p1,gdpval-b78fd844-db76-448e-a783-5e9877cb74c2,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p1,gdpval-bb863dd9-31c2-4f64-911a-ce11f457143b,r1,1,0.6392,deepseek-v4-flash-vision-exp,1,0.7526,1,1,
e0b-b1-gdpval-p1,gdpval-c2e8f271-7858-412f-b460-472463ad81d9,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9877,1,1,
e0b-b1-gdpval-p1,gdpval-c7d83f01-2874-4876-b7fd-52582ec99e1a,r1,0,0.0000,deepseek-v4-flash-vision-exp,0,0.0000,0,1,
e0b-b1-gdpval-p1,gdpval-d025a41c-c439-4ee1-bc79-dd5c94b27a2d,r1,1,0.7887,deepseek-v4-flash-vision-exp,1,0.8028,1,1,
e0b-b1-gdpval-p1,gdpval-dfb4e0cd-a0b7-454e-b943-0dd586c2764c,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p1,gdpval-ec2fccc9-b7f6-4c73-bf51-896fdb433cec,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p1,gdpval-ed2bc14c-99ac-4a2a-8467-482a1a5d67f3,r1,1,0.9815,deepseek-v4-flash-vision-exp,1,0.9815,1,1,
e0b-b1-gdpval-p1,gdpval-f2986c1f-2bbf-4b83-bc93-624a9d617f45,r1,0,0.0000,deepseek-v4-flash-vision-exp,0,0.0000,,1,
e0b-b1-gdpval-p1,gdpval-f5d428fd-b38e-41f0-8783-35423dab80f6,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p1,gdpval-fccaa4a1-1c39-49ac-b701-55361a19966b,r1,1,0.9259,deepseek-v4-flash-vision-exp,1,0.9630,1,1,
e0b-b1-gdpval-p1,gdpval-feb5eefc-39f1-4451-9ef9-bffe011b71dd,r1,1,0.9904,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-0112fc9b-c3b2-4084-8993-5a4abb1f54f1,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-02aa1805-c658-4069-8a6a-02dec146063a,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9767,1,1,
e0b-b1-gdpval-p2,gdpval-0419f1c3-d669-45d0-81cd-f4d5923b06a5,r1,1,0.9412,deepseek-v4-flash-vision-exp,1,0.9647,1,1,
e0b-b1-gdpval-p2,gdpval-0e386e32-df20-4d1f-b536-7159bc409ad5,r1,0,0.0000,deepseek-v4-flash-vision-exp,0,0.0000,0,1,
e0b-b1-gdpval-p2,gdpval-0ec25916-1b5c-4bfe-93d3-4e103d860f3a,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-0fad6023-767b-42c1-a1b3-027cd4f583cb,r1,1,0.8636,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-1137e2bb-bdf9-4876-b572-f29b7de5e595,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-15d37511-75c5-4c7f-81f1-16e00c0d95f3,r1,1,0.9725,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-1752cb53-5983-46b6-92ee-58ac85a11283,r1,0,0.2817,deepseek-v4-flash-vision-exp,1,0.6197,1,0,
e0b-b1-gdpval-p2,gdpval-1e5a1d7f-12c1-48c6-afd9-82257b3f2409,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-211d0093-2c64-4bd0-828c-0201f18924e7,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-2696757c-1f8a-4959-8f0d-f5597b9e70fc,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-3c19c6d1-672c-467a-8437-6fe21afb8eae,r1,1,0.9873,deepseek-v4-flash-vision-exp,1,0.9873,1,1,
e0b-b1-gdpval-p2,gdpval-3f625cb2-f40e-4ead-8a97-6924356d5989,r1,1,0.9605,deepseek-v4-flash-vision-exp,1,0.9342,1,1,
e0b-b1-gdpval-p2,gdpval-3f821c2d-ab97-46ec-a0fb-b8f73c2682bc,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9938,1,1,
e0b-b1-gdpval-p2,gdpval-476db143-163a-4537-9e21-fe46adad703b,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-4b894ae3-1f23-4560-b13d-07ed1132074e,r1,0,0.1290,deepseek-v4-flash-vision-exp,0,0.0000,0,1,
e0b-b1-gdpval-p2,gdpval-5349dd7b-bf0a-4544-9a17-75b7013767e6,r1,1,0.7919,deepseek-v4-flash-vision-exp,1,0.7315,1,1,
e0b-b1-gdpval-p2,gdpval-552b7dd0-96f4-437c-a749-0691e0e4b381,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-57b2cdf2-ad62-4591-aa91-aad489740320,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-58ac1cc5-5754-4580-8c9c-8c67e1a9d619,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-5a2d70da-0a42-4a6b-a3ca-763e03f070a5,r1,1,0.9778,deepseek-v4-flash-vision-exp,1,0.9778,1,1,
e0b-b1-gdpval-p2,gdpval-5d0feb24-e8b6-4ace-b64f-d5cd1a8b563d,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9688,1,1,
e0b-b1-gdpval-p2,gdpval-5e2b6aab-f9fb-4dd6-a1a5-874ef1743909,r1,0,0.0000,deepseek-v4-flash-vision-exp,0,0.0000,,1,
e0b-b1-gdpval-p2,gdpval-6074bba3-7e3a-4b1c-b8c6-a15bb6695c3b,r1,0,-3.2000,deepseek-v4-flash-vision-exp,0,-4.0000,1,1,
e0b-b1-gdpval-p2,gdpval-61e7b9c6-0051-429f-a341-fda9b6578a84,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-6436ff9e-c5f2-47ba-9aaa-49d89b0594ab,r1,1,0.9841,deepseek-v4-flash-vision-exp,1,0.9841,1,1,
e0b-b1-gdpval-p2,gdpval-68d8d901-dd0b-4a7e-bf9a-1074fddf1a96,r1,1,0.9884,deepseek-v4-flash-vision-exp,1,0.9884,1,1,
e0b-b1-gdpval-p2,gdpval-7151c60a-d4cb-4fc4-8169-3d4cb446e6b9,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-788d2bc6-82df-4dc7-8467-a0f31405dc14,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-7de33b48-5163-4f50-b5f3-8deea8185e57,r1,0,0.3500,deepseek-v4-flash-vision-exp,0,0.1500,0,1,
e0b-b1-gdpval-p2,gdpval-8079e27d-b6f3-4f75-a9b5-db27903c798d,r1,1,0.8818,deepseek-v4-flash-vision-exp,1,0.8455,1,1,
e0b-b1-gdpval-p2,gdpval-8a7b6fca-60cc-4ae3-b649-971753cbf8b9,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-90edba97-74f0-425a-8ff6-8b93182eb7cb,r1,1,0.8897,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-93b336f3-61f3-4287-86d2-87445e1e0f90,r1,1,0.8684,deepseek-v4-flash-vision-exp,1,0.8684,1,1,
e0b-b1-gdpval-p2,gdpval-94925f49-36bc-42da-b45b-61078d329300,r1,1,0.6707,deepseek-v4-flash-vision-exp,1,0.7439,1,1,
e0b-b1-gdpval-p2,gdpval-9efbcd35-186d-49b6-ac24-28ee2bc9a263,r1,1,0.8026,deepseek-v4-flash-vision-exp,1,0.8947,1,1,
e0b-b1-gdpval-p2,gdpval-a10ec48c-168e-476c-8fe3-23b2a5f616ac,r1,1,0.8286,deepseek-v4-flash-vision-exp,1,0.8857,1,1,
e0b-b1-gdpval-p2,gdpval-a1963a68-1bea-4bb1-b7e0-145c92a57449,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9848,1,1,
e0b-b1-gdpval-p2,gdpval-a73fbc98-90d4-4134-a54f-2b1d0c838791,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9310,1,1,
e0b-b1-gdpval-p2,gdpval-a99d85fc-eff8-48d2-a7d4-42a75d62f18d,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-b39a5aa7-cd1b-47ad-b249-90afd22f8f21,r1,0,0.3871,deepseek-v4-flash-vision-exp,1,0.9194,1,0,
e0b-b1-gdpval-p2,gdpval-b57efde3-26d6-4742-bbff-2b63c43b4baa,r1,1,0.7467,deepseek-v4-flash-vision-exp,1,0.7333,1,1,
e0b-b1-gdpval-p2,gdpval-b5d2e6f1-62a2-433a-bcdd-95b260cdd860,r1,1,0.9538,deepseek-v4-flash-vision-exp,1,0.8308,1,1,
e0b-b1-gdpval-p2,gdpval-b78fd844-db76-448e-a783-5e9877cb74c2,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-bb863dd9-31c2-4f64-911a-ce11f457143b,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9897,1,1,
e0b-b1-gdpval-p2,gdpval-c2e8f271-7858-412f-b460-472463ad81d9,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9753,1,1,
e0b-b1-gdpval-p2,gdpval-c7d83f01-2874-4876-b7fd-52582ec99e1a,r1,1,0.9623,deepseek-v4-flash-vision-exp,0,0.0000,0,0,
e0b-b1-gdpval-p2,gdpval-d025a41c-c439-4ee1-bc79-dd5c94b27a2d,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9718,1,1,
e0b-b1-gdpval-p2,gdpval-dfb4e0cd-a0b7-454e-b943-0dd586c2764c,r1,1,0.8140,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-ec2fccc9-b7f6-4c73-bf51-896fdb433cec,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-ed2bc14c-99ac-4a2a-8467-482a1a5d67f3,r1,1,0.9815,deepseek-v4-flash-vision-exp,1,0.9722,1,1,
e0b-b1-gdpval-p2,gdpval-f2986c1f-2bbf-4b83-bc93-624a9d617f45,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b1-gdpval-p2,gdpval-f5d428fd-b38e-41f0-8783-35423dab80f6,r1,1,0.9434,deepseek-v4-flash-vision-exp,1,0.9717,1,1,
e0b-b1-gdpval-p2,gdpval-fccaa4a1-1c39-49ac-b701-55361a19966b,r1,1,0.9815,deepseek-v4-flash-vision-exp,1,0.9815,1,1,
e0b-b1-gdpval-p2,gdpval-feb5eefc-39f1-4451-9ef9-bffe011b71dd,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-01d7e53e-0513-4109-a242-8ccaf442cd21,r1,1,0.8333,deepseek-v4-flash-vision-exp,1,0.7738,1,1,
e0b-b2-gdpval-p1,gdpval-0353ee0c-18b5-4ad3-88e8-e001d223e1d7,r1,0,0.4404,deepseek-v4-flash-vision-exp,1,0.6606,1,0,
e0b-b2-gdpval-p1,gdpval-045aba2e-4093-42aa-ab7f-159cc538278c,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-05389f78-589a-473c-a4ae-67c61050bfca,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9886,1,1,
e0b-b2-gdpval-p1,gdpval-11593a50-734d-4449-b5b4-f8986a133fd8,r1,0,0.4340,deepseek-v4-flash-vision-exp,1,0.8868,1,0,
e0b-b2-gdpval-p1,gdpval-116e791e-890c-42b1-ba90-1db02e8bfd45,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-19403010-3e5c-494e-a6d3-13594e99f6af,r1,1,0.6694,deepseek-v4-flash-vision-exp,1,0.7258,1,1,
e0b-b2-gdpval-p1,gdpval-22c0809b-f8db-489e-93b3-b4da225e3e0e,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-2d06bc0a-89c6-4e89-9417-5ffe725c1bc6,r1,1,0.9697,deepseek-v4-flash-vision-exp,1,0.9697,1,1,
e0b-b2-gdpval-p1,gdpval-401a07f1-d57e-4bb0-889b-22de8c900f0e,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-43dc9778-450b-4b46-b77e-b6d82b202035,r1,0,0.4050,deepseek-v4-flash-vision-exp,0,0.4050,1,1,
e0b-b2-gdpval-p1,gdpval-4520f882-715a-482d-8e87-1cb3cbdfe975,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-47ef842d-8eac-4b90-bda8-dd934c228c96,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-4b98ccce-9e42-44e9-9115-6fc3e79de288,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-61f546a8-c374-467f-95cc-d0d9b5656eb6,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-76d10872-9ffa-4ede-83ee-e0f1ec5e2b8d,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-7bbfcfe9-132d-4194-82bb-d6f29d001b01,r1,0,0.5094,deepseek-v4-flash-vision-exp,0,0.5094,1,1,
e0b-b2-gdpval-p1,gdpval-85d95ce5-b20c-41e2-834e-e788ce9622b6,r1,1,0.9412,deepseek-v4-flash-vision-exp,1,0.6941,1,1,
e0b-b2-gdpval-p1,gdpval-9e39df84-ac57-4c9b-a2e3-12b8abf2c797,r1,0,0.5000,deepseek-v4-flash-vision-exp,0,0.5417,1,1,
e0b-b2-gdpval-p1,gdpval-aad21e4c-1d43-45fc-899a-97754a1b1b63,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-ab81b076-e5d8-473a-9bdb-7ea7c38f6ebc,r1,1,1.0000,deepseek-v4-flash-vision-exp,,,,,judge_error
e0b-b2-gdpval-p1,gdpval-b1a79ce1-86b0-41fb-97dc-9206dfd7b044,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9811,1,1,
e0b-b2-gdpval-p1,gdpval-bb499d9c-0263-4684-9238-75e8e86077b1,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-be830ca0-b352-4658-a5bd-57139d6780ba,r1,1,0.8312,deepseek-v4-flash-vision-exp,1,0.8442,1,1,
e0b-b2-gdpval-p1,gdpval-cecac8f9-8203-4ebd-ad49-54436a8c4171,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-e14e32ba-d310-4d45-9b8a-6d73d0ece1ae,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p1,gdpval-ec591973-04d5-48c0-981c-1ab2fcec2dc1,r1,1,0.9870,deepseek-v4-flash-vision-exp,1,0.9286,1,1,
e0b-b2-gdpval-p1,gdpval-efca245f-c24f-4f75-a9d5-59201330ab7a,r1,1,0.9902,deepseek-v4-flash-vision-exp,1,0.9608,1,1,
e0b-b2-gdpval-p1,gdpval-f3351922-dbdd-45da-85c5-e7110696bbe5,r1,1,0.9882,deepseek-v4-flash-vision-exp,1,0.9529,1,1,
e0b-b2-gdpval-p2,gdpval-01d7e53e-0513-4109-a242-8ccaf442cd21,r1,1,0.8690,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-0353ee0c-18b5-4ad3-88e8-e001d223e1d7,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-045aba2e-4093-42aa-ab7f-159cc538278c,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-05389f78-589a-473c-a4ae-67c61050bfca,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-11593a50-734d-4449-b5b4-f8986a133fd8,r1,0,0.4906,deepseek-v4-flash-vision-exp,1,1.0000,1,0,
e0b-b2-gdpval-p2,gdpval-116e791e-890c-42b1-ba90-1db02e8bfd45,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9844,1,1,
e0b-b2-gdpval-p2,gdpval-19403010-3e5c-494e-a6d3-13594e99f6af,r1,1,0.6694,deepseek-v4-flash-vision-exp,1,0.7339,1,1,
e0b-b2-gdpval-p2,gdpval-22c0809b-f8db-489e-93b3-b4da225e3e0e,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-2d06bc0a-89c6-4e89-9417-5ffe725c1bc6,r1,1,0.9394,deepseek-v4-flash-vision-exp,1,0.9394,1,1,
e0b-b2-gdpval-p2,gdpval-401a07f1-d57e-4bb0-889b-22de8c900f0e,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-43dc9778-450b-4b46-b77e-b6d82b202035,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-4520f882-715a-482d-8e87-1cb3cbdfe975,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-47ef842d-8eac-4b90-bda8-dd934c228c96,r1,0,0.1010,deepseek-v4-flash-vision-exp,1,1.0000,1,0,
e0b-b2-gdpval-p2,gdpval-4b98ccce-9e42-44e9-9115-6fc3e79de288,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9808,1,1,
e0b-b2-gdpval-p2,gdpval-61f546a8-c374-467f-95cc-d0d9b5656eb6,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-76d10872-9ffa-4ede-83ee-e0f1ec5e2b8d,r1,1,0.9595,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-7bbfcfe9-132d-4194-82bb-d6f29d001b01,r1,0,0.4528,deepseek-v4-flash-vision-exp,0,0.4717,1,1,
e0b-b2-gdpval-p2,gdpval-85d95ce5-b20c-41e2-834e-e788ce9622b6,r1,1,0.9176,deepseek-v4-flash-vision-exp,1,0.6588,1,1,
e0b-b2-gdpval-p2,gdpval-9e39df84-ac57-4c9b-a2e3-12b8abf2c797,r1,1,0.7083,deepseek-v4-flash-vision-exp,1,0.7083,1,1,
e0b-b2-gdpval-p2,gdpval-aad21e4c-1d43-45fc-899a-97754a1b1b63,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,1.0000,1,1,
e0b-b2-gdpval-p2,gdpval-ab81b076-e5d8-473a-9bdb-7ea7c38f6ebc,r1,1,1.0000,deepseek-v4-flash-vision-exp,1,0.9615,1,1,
